Range,ARI,AMI
2.2,0.32912571683333747,0.4128061696049619
2.225,0.3820857043471255,0.4617626069967494
2.25,0.3962391670541227,0.4778278861687835
2.275,0.3926264537510919,0.4757872778415789
2.3,0.38384849576560254,0.47066233588735107
2.3249999999999997,0.3987887409068769,0.48956731223911004
2.3499999999999996,0.40375412932808086,0.49918998522358266
2.3749999999999996,0.42051981562793633,0.5218185028063099
2.3999999999999995,0.42051981562793633,0.5218185028063099
2.4249999999999994,0.4358531687123152,0.5416253366281154
2.4499999999999993,0.022596981283331326,0.10067177218267702
2.474999999999999,0.01846486911715229,0.09405230376824229
2.499999999999999,0.005010674016359392,0.07720536247084249
2.524999999999999,0.007516665627115666,0.09147582090578295
2.549999999999999,-4.913731711476987e-06,0.071313618520407
