Range,ARI,AMI
1.3,0.35027559198087893,0.4921795765871432
1.325,0.30741598681760807,0.475025659335586
1.3499999999999999,0.3277281360978924,0.4910557581893636
1.3749999999999998,0.33785169163484136,0.5036385589767749
1.3999999999999997,0.3653549280211687,0.4939045257222954
1.4249999999999996,0.3959314019229771,0.510906243340564
1.4499999999999995,0.32589606835420154,0.4596700041482417
1.4749999999999994,0.3637367878128846,0.4697068110948398
1.4999999999999993,0.36940579280062985,0.4922110967239422
1.5249999999999992,0.3703019347385589,0.47836623248345794
1.5499999999999992,0.33847587034214077,0.46885111151003034
1.574999999999999,0.344323802385517,0.4864555825072853
1.599999999999999,0.3610316857834241,0.47188985379474085
1.624999999999999,0.3474177506580905,0.4786623038665903
1.6499999999999988,0.34237772494482993,0.47875636231906554
