Range,ARI,AMI
0.325,0.09792904715293943,0.2739332832969823
0.35000000000000003,0.4621633466168775,0.6637651644064361
0.37500000000000006,0.6505176305032981,0.7499207279461145
0.4000000000000001,0.6823259666380654,0.7985343325062536
0.4250000000000001,0.4585865268590694,0.6917513465398893
0.4500000000000001,0.4420552699585398,0.684348951261058
0.47500000000000014,0.49678251945235385,0.7118261084801545
0.5000000000000002,0.567285789203759,0.7385326403773934
0.5250000000000001,0.281754121340361,0.5679166023403721
0.5500000000000003,0.281754121340361,0.5679166023403721
0.5750000000000002,0.2888215155012777,0.5826553041237603
0.6000000000000003,0.2888215155012777,0.5826553041237603
0.6250000000000002,0.2888215155012777,0.5826553041237603
0.6500000000000004,0.21001874786203872,0.4530669948286845
0.6750000000000003,0.2888215155012777,0.5826553041237603
