Range,ARI,AMI
235,0.4014242856232351,0.6486946215166363
236,0.4014242856232351,0.6486946215166363
237,0.4014242856232351,0.6486946215166363
238,0.4014242856232351,0.6486946215166363
239,0.4014242856232351,0.6486946215166363
240,0.4014242856232351,0.6486946215166363
241,0.4014242856232351,0.6486946215166363
242,0.4014242856232351,0.6486946215166363
243,0.4014242856232351,0.6486946215166363
244,0.4014242856232351,0.6486946215166363
245,0.4014242856232351,0.6486946215166363
246,0.4014242856232351,0.6486946215166363
247,0.4014242856232351,0.6486946215166363
248,0.4014242856232351,0.6486946215166363
249,0.4014242856232351,0.6486946215166363
