Range,ARI,AMI
0.4,0.004223486425117934,0.03594035874822775
0.42500000000000004,0.008190563926884158,0.06287802595738527
0.45000000000000007,0.014867549225145361,0.09677249831796529
0.4750000000000001,0.3858723972844687,0.4664334441743961
0.5000000000000001,0.36093071940755267,0.44192335984961084
0.5250000000000001,0.8148588443528263,0.7847175143349858
0.5500000000000002,0.6524375110345889,0.681762419891649
0.5750000000000002,0.6236903931893111,0.6681363754207131
0.6000000000000002,0.3745348465831782,0.4964268582963068
0.6250000000000002,0.3772315164458791,0.49831818205478695
0.6500000000000002,0.45356971295105997,0.5833707056198999
0.6750000000000003,0.4463801265286848,0.5719795071661162
0.7000000000000003,0.4463801265286848,0.5719795071661162
0.7250000000000003,0.4610041624800529,0.5959196322345912
0.7500000000000003,0.0,2.319056573518074e-15
