Range,ARI,AMI
0.55,0.006122588340929663,0.11172537999382491
0.5750000000000001,0.01579355023432792,0.16792658494512586
0.6000000000000001,0.034599831184462436,0.21095428921177684
0.6250000000000001,0.1514543994612376,0.33758972181866714
0.6500000000000001,0.17135914694667875,0.3620238637570597
0.6750000000000002,0.24601076346968426,0.42016650286171947
0.7000000000000002,0.30521959826419615,0.4405190591296571
0.7250000000000002,0.22722452109712385,0.34489131119043454
0.7500000000000002,0.22973290471990832,0.34665908479609125
0.7750000000000002,0.2455015240198567,0.3642914774373255
0.8000000000000003,0.2730462815143873,0.3949416510403011
0.8250000000000003,0.2817090407342972,0.40252138380750285
0.8500000000000003,0.36773898460131116,0.4384891137220048
0.8750000000000003,0.39882281977264683,0.46846601033484014
0.9000000000000004,0.004073073296134565,0.012618285570081766
