Range,ARI,AMI
0.05,0.03634831183140018,0.18603861485818896
0.07500000000000001,0.07978972819354467,0.27058153993485123
0.10000000000000002,0.05035059453278093,0.27299325282772785
0.12500000000000003,0.040550286730748016,0.2695099684931639
0.15000000000000002,0.06597537466702019,0.29505898048255264
0.17500000000000004,0.09613473380137977,0.31323877662930827
0.20000000000000007,0.13482475217041653,0.3502078592357454
0.22500000000000003,0.35146082851726423,0.4391159977149147
0.25000000000000006,0.426958959797292,0.47811139909221984
0.2750000000000001,0.6542828994923789,0.5868022490828206
0.3000000000000001,0.012619804832592181,0.11131091652458876
0.32500000000000007,0.021478136065617916,0.10611834126995241
0.3500000000000001,0.020935632544196982,0.08357790551185797
0.3750000000000001,-0.007844896706473129,0.11419506418866707
0.4000000000000001,0.0035445261114809457,0.061611295830458754
