Range,ARI,AMI
1,0.0,2.6781460265881358e-14
2,0.28488718769671567,0.3730789975758607
3,0.4009967276709999,0.4725139319878723
4,-0.0064242403723043275,0.023679396539394208
5,0.0,2.319056573518074e-15
6,0.0,2.319056573518074e-15
7,0.0,2.319056573518074e-15
8,0.0,2.319056573518074e-15
9,0.0,2.319056573518074e-15
10,0.0,2.319056573518074e-15
11,0.0,2.319056573518074e-15
12,0.0,2.319056573518074e-15
13,0.0,2.319056573518074e-15
14,0.0,2.319056573518074e-15
15,0.0,2.319056573518074e-15
