Range,ARI,AMI
0.05,0.0,3.3449148240887766e-14
0.07500000000000001,0.001293983899143198,0.014518075899317183
0.10000000000000002,0.0036948453608247425,0.039520374440337375
0.12500000000000003,0.013454277957697455,0.09693581674657349
0.15000000000000002,0.5927954008054683,0.62676345990981
0.17500000000000004,0.4076049000363787,0.532213786413577
0.20000000000000007,0.33745023436203275,0.4553738204820104
0.22500000000000003,0.33321949264755585,0.46613942164800654
0.25000000000000006,0.0,0.0
0.2750000000000001,0.0028724182289856758,0.031633704863923355
0.3000000000000001,0.0,0.0
0.32500000000000007,0.0,0.0
0.3500000000000001,0.0,0.0
0.3750000000000001,0.0,0.0
0.4000000000000001,0.0,0.0
