Range,ARI,AMI
0.475,0.2106234186039325,0.29693743347418944
0.5,0.2377352621255929,0.3160072589883222
0.525,0.2682698690808367,0.3323641374773515
0.55,0.26246466442129707,0.3314261893099753
0.5750000000000001,0.25120348209685206,0.35081290676249954
0.6000000000000001,0.2601377420752061,0.36464199074469167
0.6250000000000001,0.28029741818774495,0.38288392710460295
0.6500000000000001,0.2491316967636161,0.34621789795669955
0.6750000000000002,0.2529725271653636,0.35408975670836484
0.7000000000000002,0.2367276033142095,0.3279900377426147
0.7250000000000002,0.23439560102669182,0.3299593545428441
0.7500000000000002,0.22862468062024377,0.32618015798556604
0.7750000000000002,0.23226767205947466,0.330775233134759
0.8000000000000003,0.23226767205947466,0.330775233134759
0.8250000000000003,0.24037194243461338,0.3396993275829798
