x,y
10.0,0.3832223415374756
10.0,0.38491392135620117
10.0,0.35024285316467285
10.0,0.3326094150543213
10.0,0.3631174564361572
10.0,0.33986759185791016
10.0,0.34044456481933594
10.0,0.353379487991333
10.0,0.35449695587158203
10.0,0.34430694580078125
20.0,0.5187265872955322
20.0,0.5320336818695068
20.0,0.48802852630615234
20.0,0.536280632019043
20.0,0.516101598739624
20.0,0.5166826248168945
20.0,0.4899559020996094
20.0,0.4959235191345215
20.0,0.5316042900085449
20.0,0.5038139820098877
30.0,0.6682980060577393
30.0,0.7460026741027832
30.0,0.7530624866485596
30.0,0.7501747608184814
30.0,0.7933273315429688
30.0,0.7149672508239746
30.0,0.7799568176269531
30.0,0.8384134769439697
30.0,0.8379137516021729
30.0,0.767458438873291
40.0,1.0906472206115723
40.0,0.9573664665222168
40.0,2.3698952198028564
40.0,0.9294021129608154
40.0,0.9222574234008789
40.0,0.9505751132965088
40.0,0.9649529457092285
40.0,3.191042184829712
40.0,0.9486854076385498
40.0,0.9236412048339844
50.0,1.1098201274871826
50.0,1.0651445388793945
50.0,1.2012627124786377
50.0,1.1054186820983887
50.0,1.217163324356079
50.0,1.1974709033966064
50.0,1.1178295612335205
50.0,1.1924822330474854
50.0,1.2427551746368408
50.0,1.0904812812805176
60.0,1.2971601486206055
60.0,1.324753999710083
60.0,1.3384647369384766
60.0,1.530834674835205
60.0,1.2680881023406982
60.0,1.3893089294433594
60.0,1.2078912258148193
60.0,1.3292531967163086
60.0,1.4760138988494873
60.0,1.3786416053771973
70.0,5.902133226394653
70.0,5.906887769699097
70.0,5.94842529296875
70.0,5.743642091751099
70.0,5.885673522949219
70.0,5.878435134887695
70.0,5.905844688415527
70.0,5.751173973083496
70.0,5.839524507522583
70.0,5.9052698612213135
80.0,6.8899054527282715
80.0,6.738422870635986
80.0,6.844566345214844
80.0,6.788114547729492
80.0,6.790646076202393
80.0,6.777520418167114
80.0,6.753482341766357
80.0,6.77037787437439
80.0,6.739272832870483
80.0,6.893611669540405
90.0,7.7919440269470215
90.0,7.686713695526123
90.0,7.739850044250488
90.0,7.602478265762329
90.0,7.496439456939697
90.0,7.6906514167785645
90.0,7.586424350738525
90.0,7.646886110305786
90.0,7.481703281402588
90.0,7.610215187072754
100.0,8.788070917129517
100.0,8.539188146591187
100.0,8.746516466140747
100.0,8.548154830932617
100.0,8.560726404190063
100.0,8.628902435302734
100.0,9.012550592422485
100.0,8.497956037521362
100.0,8.507236957550049
100.0,8.550347566604614
