x,y
5000.0,0.008642435073852539
5000.0,0.011522769927978516
5000.0,0.008446455001831055
5000.0,0.009255170822143555
5000.0,0.009270668029785156
5000.0,0.008329153060913086
5000.0,0.012001991271972656
5000.0,0.008729934692382812
5000.0,0.009731054306030273
5000.0,0.008305788040161133
10000.0,0.016277313232421875
10000.0,0.016972064971923828
10000.0,0.11300015449523926
10000.0,0.019794225692749023
10000.0,0.013632535934448242
10000.0,0.016055822372436523
10000.0,0.015633344650268555
10000.0,0.013364315032958984
10000.0,0.015688180923461914
10000.0,0.015060186386108398
15000.0,0.019881010055541992
15000.0,0.024083852767944336
15000.0,0.021848678588867188
15000.0,0.028121471405029297
15000.0,0.029242992401123047
15000.0,0.026983022689819336
15000.0,0.020731687545776367
15000.0,0.022505521774291992
15000.0,0.025035858154296875
15000.0,0.02170705795288086
20000.0,0.049863338470458984
20000.0,0.027668237686157227
20000.0,0.028356075286865234
20000.0,0.031563758850097656
20000.0,0.026192426681518555
20000.0,0.02683544158935547
20000.0,0.02567148208618164
20000.0,0.028148889541625977
20000.0,0.030063390731811523
20000.0,0.027554750442504883
25000.0,0.041841983795166016
25000.0,0.040587663650512695
25000.0,0.03660750389099121
25000.0,0.03858208656311035
25000.0,0.0349583625793457
25000.0,0.04456949234008789
25000.0,0.04147005081176758
25000.0,0.03744149208068848
25000.0,0.03661775588989258
25000.0,0.03823399543762207
30000.0,0.04157876968383789
30000.0,0.04734921455383301
30000.0,0.04167747497558594
30000.0,0.03935647010803223
30000.0,0.0440824031829834
30000.0,0.03994441032409668
30000.0,0.04040360450744629
30000.0,0.045569419860839844
30000.0,0.0439605712890625
30000.0,0.03768324851989746
35000.0,0.05983304977416992
35000.0,0.04904913902282715
35000.0,0.057236671447753906
35000.0,0.06179046630859375
35000.0,0.05401325225830078
35000.0,0.05192756652832031
35000.0,0.06449484825134277
35000.0,0.048476219177246094
35000.0,0.06218695640563965
35000.0,0.056195974349975586
40000.0,0.051818132400512695
40000.0,0.0556488037109375
40000.0,0.07815051078796387
40000.0,0.06165146827697754
40000.0,0.059728384017944336
40000.0,0.056882619857788086
40000.0,0.05283784866333008
40000.0,0.05990314483642578
40000.0,0.07100319862365723
40000.0,0.053537607192993164
45000.0,0.06326127052307129
45000.0,0.08012008666992188
45000.0,0.06533336639404297
45000.0,0.06662964820861816
45000.0,0.06915879249572754
45000.0,0.07791018486022949
45000.0,0.07896661758422852
45000.0,0.15008831024169922
45000.0,0.07782173156738281
45000.0,0.06945276260375977
50000.0,0.07663416862487793
50000.0,0.10375571250915527
50000.0,0.0938560962677002
50000.0,0.07485389709472656
50000.0,0.08069181442260742
50000.0,0.0768423080444336
50000.0,0.06968188285827637
50000.0,0.07373809814453125
50000.0,0.08646416664123535
50000.0,0.08800482749938965
