x,y
5000.0,0.07165837287902832
5000.0,0.06665563583374023
5000.0,0.07380366325378418
5000.0,0.06357216835021973
5000.0,0.06809806823730469
5000.0,0.0660390853881836
5000.0,0.06467294692993164
5000.0,0.06382298469543457
5000.0,0.06477522850036621
5000.0,0.06609439849853516
10000.0,0.09202456474304199
10000.0,0.09267091751098633
10000.0,0.09384346008300781
10000.0,0.09868383407592773
10000.0,0.09719562530517578
10000.0,0.09723711013793945
10000.0,0.09095120429992676
10000.0,0.09966921806335449
10000.0,0.10013151168823242
10000.0,0.09257674217224121
15000.0,0.12069010734558105
15000.0,0.1572279930114746
15000.0,0.1253206729888916
15000.0,0.12067627906799316
15000.0,0.12182116508483887
15000.0,0.12071371078491211
15000.0,0.12057828903198242
15000.0,0.12061381340026855
15000.0,0.11882519721984863
15000.0,0.12342429161071777
20000.0,0.15122747421264648
20000.0,0.14856553077697754
20000.0,0.16002917289733887
20000.0,0.1551074981689453
20000.0,0.18368315696716309
20000.0,0.1563396453857422
20000.0,0.14769291877746582
20000.0,0.1486961841583252
20000.0,0.15514254570007324
20000.0,0.14963769912719727
25000.0,0.17661428451538086
25000.0,0.18009519577026367
25000.0,0.18479466438293457
25000.0,0.17967510223388672
25000.0,0.20322394371032715
25000.0,0.18613100051879883
25000.0,0.20659375190734863
25000.0,0.17726755142211914
25000.0,0.17627358436584473
25000.0,0.18020224571228027
30000.0,0.21198415756225586
30000.0,0.23026680946350098
30000.0,0.21029043197631836
30000.0,0.21221685409545898
30000.0,0.21559715270996094
30000.0,0.21420502662658691
30000.0,0.21002531051635742
30000.0,0.20868301391601562
30000.0,0.20731782913208008
30000.0,0.20674562454223633
35000.0,0.24253273010253906
35000.0,0.24321317672729492
35000.0,0.2420055866241455
35000.0,0.2384648323059082
35000.0,0.2340378761291504
35000.0,0.23586058616638184
35000.0,0.2615387439727783
35000.0,0.23816776275634766
35000.0,0.23898601531982422
35000.0,0.25311756134033203
40000.0,0.2709085941314697
40000.0,0.2632303237915039
40000.0,0.26830077171325684
40000.0,0.2730295658111572
40000.0,0.26178574562072754
40000.0,0.2974421977996826
40000.0,0.26529979705810547
40000.0,0.31392502784729004
40000.0,0.2657005786895752
40000.0,0.2841756343841553
45000.0,0.299755334854126
45000.0,0.3091564178466797
45000.0,0.2903866767883301
45000.0,0.29430103302001953
45000.0,0.3025665283203125
45000.0,0.29334497451782227
45000.0,0.31275010108947754
45000.0,0.30113768577575684
45000.0,0.297407865524292
45000.0,0.29573750495910645
50000.0,0.3218977451324463
50000.0,0.32445740699768066
50000.0,0.3327505588531494
50000.0,0.32624363899230957
50000.0,0.34636473655700684
50000.0,0.3225984573364258
50000.0,0.3293182849884033
50000.0,0.32711076736450195
50000.0,0.324993371963501
50000.0,0.3252277374267578
