x,y
10.0,0.01506662368774414
10.0,0.01728200912475586
10.0,0.015842199325561523
10.0,0.014206409454345703
10.0,0.016689062118530273
10.0,0.013560771942138672
10.0,0.016810178756713867
10.0,0.016399383544921875
10.0,0.012218236923217773
10.0,0.01750040054321289
20.0,0.021733522415161133
20.0,0.021026134490966797
20.0,0.019112586975097656
20.0,0.022830486297607422
20.0,0.02056121826171875
20.0,0.025145530700683594
20.0,0.02337789535522461
20.0,0.017790555953979492
20.0,0.01828289031982422
20.0,0.0184478759765625
30.0,0.024897336959838867
30.0,0.021801471710205078
30.0,0.02247786521911621
30.0,0.021970510482788086
30.0,0.023388385772705078
30.0,0.022794723510742188
30.0,0.03345465660095215
30.0,0.024001359939575195
30.0,0.028614044189453125
30.0,0.0231626033782959
40.0,0.026838302612304688
40.0,0.023003101348876953
40.0,0.024349212646484375
40.0,0.025717496871948242
40.0,0.026459693908691406
40.0,0.02493429183959961
40.0,0.02510666847229004
40.0,0.02796649932861328
40.0,0.025331974029541016
40.0,0.02445054054260254
50.0,0.030418872833251953
50.0,0.031024932861328125
50.0,0.035511016845703125
50.0,0.034694671630859375
50.0,0.03124070167541504
50.0,0.03432130813598633
50.0,0.033399105072021484
50.0,0.029512882232666016
50.0,0.02854442596435547
50.0,0.031522512435913086
60.0,0.035651206970214844
60.0,0.03287839889526367
60.0,0.033026695251464844
60.0,0.03464674949645996
60.0,0.034653663635253906
60.0,0.030490398406982422
60.0,0.03405451774597168
60.0,0.031522274017333984
60.0,0.036889076232910156
60.0,0.03153586387634277
70.0,0.03869438171386719
70.0,0.040103912353515625
70.0,0.03710436820983887
70.0,0.03826284408569336
70.0,0.03953218460083008
70.0,0.03580212593078613
70.0,0.038950204849243164
70.0,0.03365015983581543
70.0,0.037831783294677734
70.0,0.03876781463623047
80.0,0.03920769691467285
80.0,0.03787064552307129
80.0,0.04088020324707031
80.0,0.04030489921569824
80.0,0.037671804428100586
80.0,0.037572622299194336
80.0,0.04013633728027344
80.0,0.04244709014892578
80.0,0.04124903678894043
80.0,0.03821825981140137
90.0,0.043313026428222656
90.0,0.04321789741516113
90.0,0.04595136642456055
90.0,0.041857004165649414
90.0,0.04740595817565918
90.0,0.04529428482055664
90.0,0.04994630813598633
90.0,0.046875953674316406
90.0,0.04386758804321289
90.0,0.04438209533691406
100.0,0.04274415969848633
100.0,0.04574942588806152
100.0,0.05064702033996582
100.0,0.04569101333618164
100.0,0.046011924743652344
100.0,0.046741485595703125
100.0,0.04892325401306152
100.0,0.04848194122314453
100.0,0.0471494197845459
100.0,0.04782247543334961
