x,y
10.0,0.09354853630065918
10.0,0.09256410598754883
10.0,0.09028267860412598
10.0,0.09862136840820312
10.0,0.09984445571899414
10.0,0.08973217010498047
10.0,0.09376168251037598
10.0,0.10392022132873535
10.0,0.09230518341064453
10.0,0.09192752838134766
20.0,0.11415553092956543
20.0,0.11393022537231445
20.0,0.11348938941955566
20.0,0.1137385368347168
20.0,0.11542105674743652
20.0,0.11336660385131836
20.0,0.11330485343933105
20.0,0.11432671546936035
20.0,0.11548638343811035
20.0,0.11302304267883301
30.0,0.13638973236083984
30.0,0.15112090110778809
30.0,0.13496685028076172
30.0,0.1359729766845703
30.0,0.13538217544555664
30.0,0.13511157035827637
30.0,0.13599109649658203
30.0,0.13562560081481934
30.0,0.13497018814086914
30.0,0.13615679740905762
40.0,0.15794825553894043
40.0,0.15639424324035645
40.0,0.15789365768432617
40.0,0.15770840644836426
40.0,0.15616345405578613
40.0,0.15799975395202637
40.0,0.1604924201965332
40.0,0.1565079689025879
40.0,0.1585381031036377
40.0,0.1577284336090088
50.0,0.17536711692810059
50.0,0.17895054817199707
50.0,0.17667794227600098
50.0,0.1751863956451416
50.0,0.17674946784973145
50.0,0.17669343948364258
50.0,0.1747124195098877
50.0,0.17658710479736328
50.0,0.17604994773864746
50.0,0.17454218864440918
60.0,0.19549870491027832
60.0,0.1932682991027832
60.0,0.19422364234924316
60.0,0.19351959228515625
60.0,0.19330906867980957
60.0,0.19347333908081055
60.0,0.19357776641845703
60.0,0.19403362274169922
60.0,0.19447875022888184
60.0,0.193342924118042
70.0,0.21570587158203125
70.0,0.2156081199645996
70.0,0.21456050872802734
70.0,0.21389532089233398
70.0,0.2146010398864746
70.0,0.2151029109954834
70.0,0.21445131301879883
70.0,0.21559810638427734
70.0,0.21445226669311523
70.0,0.21431398391723633
80.0,0.23808050155639648
80.0,0.23714566230773926
80.0,0.2377011775970459
80.0,0.2595064640045166
80.0,0.23765325546264648
80.0,0.23752689361572266
80.0,0.23772001266479492
80.0,0.23764419555664062
80.0,0.23773980140686035
80.0,0.2376091480255127
90.0,0.2571444511413574
90.0,0.25568056106567383
90.0,0.25563669204711914
90.0,0.2553744316101074
90.0,0.25638866424560547
90.0,0.2564098834991455
90.0,0.25736260414123535
90.0,0.25638604164123535
90.0,0.2557690143585205
90.0,0.2553575038909912
100.0,0.27802491188049316
100.0,0.279038667678833
100.0,0.30183935165405273
100.0,0.2800009250640869
100.0,0.2808365821838379
100.0,0.2774627208709717
100.0,0.2781555652618408
100.0,0.2784454822540283
100.0,0.282238245010376
100.0,0.27733659744262695
