dbcur_den_ami,dbcur_den_ari,dbcur_dis_ami,dbcur_dis_ari
0.02577687246421436,0.0019275471398928247,0.6765551602344346,0.6422146069961434
0.6572497932807285,0.6024074718668038,0.9987619463567007,0.9988890112199857
0.9888857123304695,0.9899749079961556,1.0000000000000009,1.0
1.0000000000000009,1.0,1.0000000000000009,1.0
1.0000000000000009,1.0,1.0000000000000009,1.0
1.0000000000000009,1.0,1.0000000000000009,1.0
1.0000000000000009,1.0,1.0000000000000009,1.0
1.0000000000000009,1.0,1.0000000000000009,1.0
1.0000000000000009,1.0,1.0000000000000009,1.0
1.0000000000000009,1.0,1.0000000000000009,1.0
1.0000000000000009,1.0,0.9684432299695372,0.897126969416126
1.0000000000000009,1.0,0.8852959357866013,0.6701337295690936
1.0000000000000009,1.0,0.7600446791861312,0.44221105527638194
0.9684432299695372,0.897126969416126,0.6705894044234072,0.327899394503959
0.9684432299695372,0.897126969416126,0.4506828286423041,0.18467995802728226
0.8852959357866013,0.6701337295690936,0.0,0.0
0.8852959357866013,0.6701337295690936,0.0,0.0
0.7573731862210255,0.44166512177396644,0.0,0.0
0.6802738157092996,0.35276967930029157,0.0,0.0
