dbcur_den_ami,dbcur_den_ari,dbcur_dis_ami,dbcur_dis_ari
0.18470660387793494,0.04931654955828569,0.8998971089789474,0.9271724666334376
0.9011934242346473,0.9270109754625391,0.9978885216110104,0.9985704532117139
0.996249125167711,0.9974587012315335,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,0.9688908455051416,0.8978412225773963
1.0,1.0,0.9688908455051416,0.8978412225773963
1.0,1.0,0.9688908455051416,0.8978412225773963
0.9967355049777984,0.9968440716292299,0.9688908455051416,0.8978412225773963
0.9688908455051416,0.8978412225773963,0.8326798953558991,0.5649011562849683
0.9688908455051416,0.8978412225773963,0.7620769961234615,0.4441267572075292
0.9358031780817754,0.8111237046632125,0.6824312888044005,0.3545441969843685
0.886609879506033,0.6718475279555525,0.5809167771089336,0.26580386294795644
0.832085741272439,0.5645591743611554,0.0,0.0
0.7571422471328848,0.44113469064594385,0.0,0.0
0.7599716276429663,0.44303255007297304,0.0,0.0
