dbcur_den_ami,dbcur_den_ari,dbcur_dis_ami,dbcur_dis_ari
0.08824948567149528,0.006257542500071414,0.831311393465622,0.8557922590385197
0.8332531768648587,0.8550122202370865,0.9995120782949743,0.9996296433053797
0.997075184417094,0.9977770459290631,0.9999999999999994,1.0
0.9999999999999994,1.0,0.9999999999999994,1.0
0.9999999999999994,1.0,0.9999999999999994,1.0
0.9999999999999994,1.0,0.9999999999999994,1.0
0.9999999999999994,1.0,0.9999999999999994,1.0
0.9999999999999994,1.0,0.9999999999999994,1.0
0.9999999999999994,1.0,0.9999999999999994,1.0
0.9999999999999994,1.0,0.9687938984273501,0.897683463546109
0.9999999999999994,1.0,0.9687938984273501,0.897683463546109
0.9990237648771879,0.9992582686241781,0.9225320131797249,0.7362589042300589
0.9687938984273501,0.897683463546109,0.8323120551053688,0.5644786523380773
0.9687938984273501,0.897683463546109,0.6819595656812248,0.3541509637127167
0.9687938984273501,0.897683463546109,0.5804706095597907,0.2654685730030922
0.8863242846045265,0.6714684778441146,0.0,0.0
0.8851767334571233,0.6707204754467614,0.0,0.0
0.828269117735769,0.5613046264406765,0.0,0.0
0.6277281315385118,0.32923283381793783,0.0,0.0
