k-means++,"Agglomerative
Clustering","Gaussian
Mixture",Mean Shift,DBSCAN,BIRCH,OPTICS,"Spectral
Clustering","Affinity
Propagation",dePDDP,HDBSCAN,Quickshift++,"CLASSIX
(distance)","CLASSIX
(density)"
-0.0006604361339365145,1.0,-0.0006657480888370245,0.009396537087947887,1.0,-0.00013662787742189922,0.9986675543711594,1.0,-0.0009812803001423046,0.057975054073304465,1.0,1.0,1.0,1.0
0.47667132591603617,1.0,0.504716749583674,0.5394279024552321,1.0,0.5672395997187896,0.7704624199214736,1.0,0.33989721427362407,0.4711637429518317,1.0,0.7794044013354637,1.0,1.0
0.8094200991927445,0.9261607191559381,0.966393588375995,0.8432324787055765,0.5501749954549379,0.5462375352752423,0.7105353848092508,0.9413237551958699,0.8143901959640638,0.9355873223052759,0.8554285778769644,0.9432142627003701,0.9489603203742623,0.9224197265255932
0.6074569020304235,0.4230398313885948,1.0,0.5292920465141183,0.9749445606497402,0.5655986263298236,0.9454727651929655,0.9587975200675645,0.617035719597927,0.42448733954770235,0.8930529534407659,0.9979993320004471,0.9979993320004471,0.9979993320004471
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4947703167125013,1.0,1.0,1.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
